id,name,price,stock,category_id
1770,Know Within,125.68,438,605
1771,Table Stay,398.38,474,486
1772,Current Better,302.48,126,508
1773,Go Choose,44.54,215,157
1774,Generation Present,288.45,491,339
1775,Reality Business,95.94,77,413
1776,Practice Sense,146.58,264,125
1777,Language Staff,52.91,160,618
1778,First How,254.64,415,74
1779,Fear Remember,165.09,208,577
1780,Movie Center,295.62,306,626
1781,Rule Build,407.41,231,130
1782,Story Affect,204.02,69,447
1783,Energy Explain,439.3,4,58
1784,Later Effort,144.01,173,139
1785,Ask His,414.83,63,674
1786,Total Concern,472.63,180,992
1787,Goal North,364.14,294,379
1788,Water She,488.94,45,617
1789,Discover Want,213.07,9,276
1790,Tax State,217.06,209,127
1791,Present Go,104.1,366,326
1792,Father Hair,60.7,123,247
1793,Man Why,309.56,5,493
1794,Recent Poor,498.79,384,214
1795,Young Necessary,460.49,330,496
1796,May Station,66.68,71,949
1797,Ask Share,323.17,280,877
1798,Pull Medical,179.25,332,98
1799,Carry Spring,275.72,433,990
1800,Property Agency,28.98,452,416
1801,Sort Debate,333.52,50,644
1802,Lot Budget,73.01,494,736
1803,Hot On,433.26,198,942
1804,Effect Foot,410.97,53,644
1805,Ground Focus,343.15,469,140
1806,Hundred Form,463.53,1,547
1807,These Here,471.54,162,530
1808,Agent Claim,297.44,142,58
1809,Relate Standard,45.34,346,326
1810,Population Low,85.94,53,447
1811,Others Yes,125.62,187,272
1812,Exist Level,306.01,358,186
1813,Let Lose,95.36,352,267
1814,Certain Without,348.03,265,129
1815,Foreign Customer,85.98,228,131
1816,President Street,235.59,432,660
1817,Number Position,124.1,472,774
1818,Budget Cup,52.85,243,65
1819,Picture World,443.57,320,383
1820,Resource Agree,439.88,271,489
1821,Second Sister,480.59,353,161
1822,Kind Face,8.96,170,84
1823,Spring Staff,318.25,126,486
1824,Discuss Natural,45.99,344,103
1825,Live Result,114.17,105,820
1826,Return Mission,162.31,275,977
1827,Soon Window,250.75,307,571
1828,Blood Price,350.61,379,602
1829,Fire Paper,270.47,459,426
1830,Sometimes Nice,486.49,446,19
1831,Career These,477.53,223,144
1832,Back Spend,27.78,184,859
1833,Receive Special,203.29,201,611
1834,They Miss,24.54,415,615
1835,Interesting Since,281.95,386,434
1836,Four Lose,227.36,198,692
1837,Part Particularly,299.82,317,935
1838,Standard Main,396.53,449,728
1839,To Apply,333.41,2,974
1840,Total Challenge,363.73,416,119
1841,Black Investment,423.06,39,512
1842,Eye Its,304.93,296,170
1843,Specific Heart,51.78,345,957
1844,Find Memory,92.81,12,272
1845,Event Property,13.05,397,984
1846,Quickly Quickly,170.93,145,193
1847,Step May,360.89,365,165
1848,Tax Individual,246.66,198,50
1849,Wait Whom,126.64,489,346
1850,Skill Trip,456.17,156,490
1851,Brother Black,57.8,490,960
1852,Will Few,65.68,396,536
1853,Floor Data,469.74,220,765
1854,Financial Again,455.36,458,9
1855,Picture Through,329.55,188,135
1856,Maybe Attack,440.51,20,969
1857,Move Old,266.44,155,981
1858,Each Herself,379.61,428,41
1859,Establish Firm,324.99,95,101
1860,Tax Hope,212.75,26,62
1861,Important Rest,47.12,395,526
1862,No Industry,137.59,463,732
1863,Use Major,354.47,405,78
1864,Statement House,342.79,454,542
1865,Technology Nature,480.1,209,724
1866,Able Weight,293.32,79,102
1867,Professional Work,408.57,270,542
1868,Guess Read,135.15,143,79
1869,Vote Difficult,391.6,31,531
1870,Price Of,195.72,225,105
1871,Let Clear,404.17,132,677
1872,This American,485.78,135,856
1873,Total Say,164.4,272,169
1874,Control Them,35.78,189,832
1875,Including Over,27.22,493,547
1876,Education Television,39.75,61,91
1877,Attack Teach,46.24,321,290
1878,Community Treat,79.53,394,612
1879,Agreement White,215.51,493,67
1880,Forget Task,133.83,376,171
1881,Notice Particular,324.7,15,649
1882,Seven Effect,233.17,38,157
1883,Argue Art,331.91,74,144
1884,Where According,265.91,158,624
1885,When Part,267.94,455,641
1886,Light Blood,241.46,174,472
1887,Child Pass,440.16,310,471
1888,Site College,173.25,324,791
1889,Body Morning,89.78,456,987
1890,Message Today,432.27,29,649
1891,Cold Paper,145.79,239,680
1892,National Case,283.1,299,831
1893,Film Try,197.37,168,733
1894,Wonder Indeed,129.49,144,395
1895,Add Energy,101.3,438,190
1896,Get By,448.44,303,148
1897,Nice Particularly,342.72,151,664
1898,Within Close,221.18,99,751
1899,Anything Item,146.58,63,909
1900,Thing Buy,342.17,15,32
1901,Half Reveal,377.79,117,334
1902,Value Reflect,460.49,111,817
1903,Today Per,339.68,257,827
1904,Cup Could,455.45,111,260
1905,Mother American,390.56,340,984
1906,Citizen Read,335.76,80,41
1907,Beautiful Continue,246.87,316,752
1908,Who Dinner,459.33,307,368
1909,Design Turn,120.08,16,680
1910,Federal Piece,342.34,39,255
1911,Great Pretty,107.72,295,845
1912,Pm Sound,330.82,310,446
1913,Enough Stop,64.38,74,433
1914,Poor Our,421.23,109,235
1915,Another Ok,475.31,469,113
1916,Some Would,383.86,251,792
1917,Join Ever,21.09,190,447
1918,Force Radio,7.69,38,646
1919,Image If,167.81,275,155
1920,Live Movie,99.21,97,358
1921,Tend Deep,489.79,286,229
1922,Raise Partner,388.98,398,761
1923,Very Keep,382.76,124,741
1924,Him Science,438.29,43,690
1925,Turn Leg,50.46,199,738
1926,Health Experience,58.92,413,909
1927,Keep Democratic,81.87,20,143
1928,Cell Several,390.9,187,625
1929,Kind Professional,496.6,154,760
1930,Behavior May,95.59,67,932
1931,Middle Would,221.11,18,524
1932,Red Ago,478.19,14,299
1933,Central Throughout,22.49,295,643
1934,Not Material,262.33,141,931
1935,Notice Question,321.29,141,628
1936,Prove Imagine,85.41,292,5
1937,Section Next,91.85,335,170
1938,Public Carry,437.2,455,433
1939,Hope Fly,132.86,107,26
1940,Position Number,51.95,2,864
1941,Agency Woman,24.12,248,553
1942,Age Eat,182.39,485,30
1943,Join Treatment,305.66,204,726
1944,Memory Left,78.07,343,4
1945,Add Suffer,397.98,324,100
1946,We Conference,375.09,324,611
1947,Energy Admit,496.14,273,284
1948,Report Place,449.53,104,288
1949,Beyond Friend,198.85,479,700
1950,Rule Network,471.63,239,957
1951,Part Morning,276.15,238,896
1952,True Suffer,209.48,170,937
1953,Author Far,228.21,224,943
1954,Would Option,445.56,333,433
1955,Fund Perhaps,158.68,62,999
1956,Magazine Rule,484.3,280,2
1957,Month North,382.78,338,162
1958,Identify Side,7.76,458,89
1959,Father Work,24.58,12,698
1960,Mr Main,274.37,54,673
1961,Now Identify,493.01,327,278
1962,We Part,139.78,279,851
1963,Word Test,429.06,169,566
1964,You Piece,382.74,384,857
1965,Break Debate,23.69,237,354
1966,Deep Simple,7.99,180,91
1967,Card Billion,457.74,242,180
1968,Time Sense,129.6,125,411
1969,Course Nothing,496.4,126,155
1970,Every Far,139.47,324,795
1971,Hair Impact,299.82,386,87
1972,Financial Natural,96.81,440,704
1973,Late Year,88.0,105,11
1974,Lead Chance,276.06,148,457
1975,Kind Some,256.24,290,480
1976,However Part,377.41,293,144
1977,Visit Available,324.19,217,546
1978,Buy Style,118.46,319,356
1979,Value Play,208.99,343,542
1980,Hospital Energy,15.07,329,751
1981,Practice Develop,320.95,459,335
1982,Remember Son,240.47,360,296
1983,City Pressure,452.96,315,103
1984,Arm Road,452.31,321,533
1985,While Less,295.45,90,218
1986,Than Per,185.05,50,226
1987,Until Simply,271.68,11,198
1988,View Best,98.93,493,641
1989,Without Both,15.57,26,647
1990,Base Clearly,441.82,343,918
1991,Peace Bring,64.68,329,415
1992,His Agreement,389.93,449,258
1993,Build Interview,122.06,496,593
1994,Deep Close,319.6,82,126
1995,Sit Left,204.36,459,253
1996,Discuss Evidence,221.96,407,348
1997,Painting Think,366.38,439,828
1998,Tell Set,251.36,458,616
1999,Worker Effect,135.89,500,731
2000,Market Thought,109.52,189,811
2001,Region Part,341.22,463,607
2002,Gas Bring,337.46,433,344
2003,Particular Child,390.42,453,910
2004,Want List,472.74,392,568
2005,Contain Skin,429.35,237,606
2006,Available I,251.22,330,182
2007,Will Other,229.26,173,335
2008,Party Once,387.7,444,522
2009,While Former,303.2,28,998
2010,Local Issue,291.68,298,654
2011,Inside However,237.11,387,424
2012,Gun Especially,137.2,40,114
2013,Tough Six,148.69,171,398
2014,Including Hold,174.68,137,221
2015,Practice Media,332.48,414,152
2016,Detail Article,150.53,73,262
2017,Control Church,334.32,262,265
2018,Pattern Course,444.62,103,986
2019,System Woman,104.26,414,72
2020,Administration It,349.7,134,76
2021,Story Father,107.33,426,284
2022,Be Offer,432.52,375,447
2023,Really Over,465.22,236,34
2024,Idea Well,375.89,225,92
2025,Development Church,121.39,215,544
2026,Receive Against,203.55,104,439
2027,Develop Reason,275.87,324,750
2028,Old Size,362.5,63,849
2029,His Enter,51.43,350,540
2030,Maybe Meet,333.85,318,628
2031,Back Pass,135.47,277,348
2032,Simple Change,431.46,264,678
2033,Role Worker,402.32,318,279
2034,From Reflect,452.84,75,394
2035,Best Push,232.78,471,776
2036,Other Student,265.86,123,514
2037,Off Water,73.48,270,475
2038,Eat Property,461.68,136,391
2039,Mouth There,264.14,228,254
2040,Our Quickly,485.41,188,312
2041,Receive Certainly,89.22,361,509
2042,Decision Dinner,145.84,54,606
2043,Leg Wind,35.72,409,27
2044,Generation Result,135.29,154,246
2045,Effect Fear,483.09,275,668
2046,Recognize Choose,286.17,157,763
2047,Beyond Girl,467.32,106,863
2048,Force Cause,362.65,307,694
2049,Attorney Speak,458.35,41,976
2050,Religious Forward,344.19,316,620
2051,Interest Community,480.87,32,314
2052,May Task,137.61,375,345
2053,Relationship Blue,259.18,435,56
2054,Study Really,121.49,455,83
2055,Break Main,294.49,205,374
2056,Such Bad,260.21,57,508
2057,Minute Space,469.4,74,98
2058,Million Democratic,23.69,154,498
2059,Herself Must,93.07,307,184
2060,Deal Eight,407.08,368,731
2061,Minute Seven,458.35,467,508
2062,Staff Grow,31.05,253,641
2063,Song Talk,335.66,91,436
2064,Special President,351.15,191,293
2065,Smile Source,89.27,41,312
2066,Defense Company,302.6,95,18
2067,Effort Response,301.02,32,70
2068,Available Look,353.8,434,171
2069,Heart Course,273.84,123,757
2070,Old Child,229.22,73,817
2071,Include Prepare,412.67,476,629
2072,Professor Wall,384.39,226,33
2073,Professor Stay,68.27,481,513
2074,Baby Help,115.36,344,269
2075,Cause Especially,328.42,255,290
2076,Friend Hot,141.38,217,889
2077,Great Can,232.13,443,272
2078,Either May,385.62,174,484
2079,Right Again,137.55,61,372
2080,Also Bank,114.47,350,502
2081,Quite Hard,135.08,33,100
2082,Base Glass,109.8,114,797
2083,Support Tv,450.99,291,792
2084,Though Toward,194.11,24,146
2085,House Determine,87.76,193,788
2086,Much Field,487.87,436,924
2087,Work Computer,280.06,483,387
2088,Argue Spring,131.15,247,636
2089,Rock Majority,152.02,409,228
2090,But West,421.37,93,123
2091,Window Over,478.0,12,365
2092,Author Radio,253.76,119,854
2093,At Happen,326.5,36,692
2094,Water Enter,64.85,312,429
2095,Control If,179.04,420,93
2096,Idea Democrat,345.35,408,504
2097,At Opportunity,258.72,138,742
2098,Why Fact,358.88,252,703
2099,Thing Phone,133.14,106,767
2100,Worker Dark,338.08,61,839
2101,Look Tree,422.46,332,726
2102,Together Challenge,287.76,264,603
2103,Spring Challenge,12.23,167,278
2104,Environmental Account,114.76,344,801
2105,Cultural Behavior,319.48,483,318
2106,Far Simple,490.4,146,666
2107,Ahead Beautiful,134.67,186,38
2108,Today Professional,468.7,292,555
2109,Though Finish,7.54,198,158
2110,Society Ground,83.83,38,333
2111,Report Report,165.83,302,913
2112,Effect Relate,44.49,221,483
2113,Pattern You,430.26,126,684
2114,Challenge Move,412.46,458,842
2115,Where Character,486.47,309,796
2116,Major Notice,262.08,117,394
2117,List Pm,463.45,280,36
2118,Everybody Quality,174.27,116,806
2119,Nothing Support,69.29,469,213
2120,Hundred Assume,497.76,291,57
2121,Always Matter,109.26,216,758
2122,Important Suggest,122.38,172,341
2123,Operation Item,221.32,122,822
2124,Against Former,489.18,410,562
2125,Safe Task,308.3,416,530
2126,Even Government,319.2,204,744
2127,Themselves Morning,439.99,172,723
2128,Stage Lose,38.75,473,49
2129,Blue Director,465.48,79,188
2130,Every Eight,458.97,129,35
2131,City Month,315.47,230,531
2132,Hold Tell,90.8,6,700
2133,His Probably,478.6,176,268
2134,Service Reality,383.41,159,915
2135,Lead Series,69.26,5,560
2136,Explain Key,459.43,38,711
2137,Mission Day,257.16,185,148
2138,Teach Drive,90.41,177,244
2139,Imagine Strategy,41.09,62,389
2140,Sea Style,406.97,324,405
2141,Current Attention,229.08,145,264
2142,Heavy Time,145.59,114,402
2143,Item Record,373.19,243,204
2144,Able Wall,499.3,82,742
2145,Here Born,124.98,22,979
2146,Like Such,337.17,325,685
2147,Vote Health,99.54,389,914
2148,Art Wide,489.73,124,293
2149,Away Quite,49.64,372,734
2150,Never Service,498.35,160,639
2151,Stand Determine,77.1,236,697
2152,Speak Rich,391.14,223,588
2153,He Public,45.49,313,823
2154,Life Hot,418.7,101,307
2155,Heavy Son,101.56,445,149
2156,Stay Film,415.49,61,755
2157,Position Growth,313.29,360,2
2158,Section Adult,433.96,122,274
2159,Arm Street,361.96,350,885
2160,Happen Outside,284.4,351,877
2161,Make Author,203.74,106,549
2162,Education Nature,140.74,392,680
2163,Evidence Region,482.2,75,488
2164,Remain Will,365.07,367,397
2165,Computer There,362.99,44,664
2166,Represent However,211.02,431,539
2167,The Military,404.43,63,718
2168,Relationship Research,158.28,367,464
2169,Election Speech,213.14,123,187
2170,Improve Year,38.84,63,365
2171,Front During,49.28,392,791
2172,Evidence Against,487.68,361,550
2173,Move Probably,309.75,146,224
2174,Between Much,96.2,205,966
2175,Grow Evidence,302.92,4,166
2176,Method Argue,465.96,197,455
2177,Strategy Example,23.05,317,89
2178,Say Social,249.28,128,521
2179,Itself Officer,189.1,216,197
2180,Identify Radio,490.76,135,9
2181,Identify Defense,63.0,412,417
2182,Catch Out,330.87,285,476
2183,Those Government,47.46,352,450
2184,Outside Although,414.51,313,826
2185,Them Popular,139.68,447,960
2186,Wide Notice,157.95,470,459
2187,Our Dream,131.7,210,32
2188,Figure Save,81.62,498,134
2189,Exactly Address,386.15,203,271
2190,Vote Item,321.87,205,646
2191,Unit Modern,281.31,53,152
2192,Skill Reduce,17.41,342,985
2193,Green Need,454.35,301,218
2194,Probably Visit,7.15,294,830
2195,Team May,223.77,363,616
2196,Though Report,34.5,6,21
2197,Ahead Account,355.37,465,129
2198,Wish Simply,67.61,17,184
2199,Base Glass,382.37,361,665
2200,Someone Garden,444.35,329,964
2201,Find Other,488.39,11,855
2202,Growth Send,70.2,409,711
2203,Article Change,83.22,59,547
2204,Case Front,297.13,107,402
2205,Something Drop,385.62,170,581
2206,Exactly Television,436.28,318,344
2207,Wear Into,117.66,194,985
2208,Practice Third,147.23,456,765
2209,Focus Manage,415.02,166,487
2210,Health Though,67.23,320,896
2211,Person Economy,451.62,352,645
2212,President Mother,8.63,203,251
2213,Cup Low,79.3,263,338
2214,Color Great,388.04,115,737
2215,Process Mind,45.68,235,432
2216,Green But,263.1,143,91
2217,Chair Key,408.38,34,371
2218,East Mission,221.22,350,890
2219,Of Opportunity,412.91,156,493
2220,Well Type,208.8,175,114
2221,Add School,117.81,26,299
2222,Pretty Offer,472.98,255,925
2223,Power Hotel,188.84,458,938
2224,Try Fear,191.01,150,680
2225,Set Receive,126.47,322,851
2226,Age Political,95.1,108,868
2227,Speak On,477.98,138,122
2228,Allow Difficult,218.78,55,999
2229,Us Ground,81.85,380,69
2230,Article Traditional,260.5,7,456
2231,Themselves Hear,104.4,420,171
2232,Senior Maybe,89.68,131,399
2233,Guess Well,374.47,492,826
2234,Wish Phone,18.6,81,250
2235,Experience Produce,222.05,34,714
2236,Authority Bag,409.84,375,151
2237,Recent Apply,61.05,500,271
2238,Few List,13.52,39,99
2239,Today Writer,448.02,134,570
2240,Various Girl,79.51,410,835
2241,Happy We,491.56,427,708
2242,Turn I,459.13,158,173
2243,Ever Record,399.24,129,1000
2244,A Two,182.85,440,715
2245,Product You,457.68,333,129
2246,Forward Various,62.71,224,226
2247,Design Instead,27.68,251,923
2248,Condition Risk,414.92,30,275
2249,Game Above,203.71,23,206
2250,Mention Head,374.28,435,431
2251,Trial Financial,209.3,80,784
2252,Nature Behind,156.58,374,651
2253,Cold Fly,88.4,434,580
2254,Need World,357.12,363,164
2255,Ball Draw,76.09,83,796
2256,Reason Senior,316.74,158,436
2257,View Carry,300.27,357,830
2258,Stock Recognize,299.57,363,741
2259,Culture Affect,218.05,8,947
2260,Among Democrat,439.59,25,630
2261,Clearly The,479.26,165,31
2262,Mission Figure,54.87,453,394
2263,Middle Campaign,339.46,12,269
2264,Picture Later,249.12,499,114
2265,Language Than,330.7,139,436
2266,Necessary Audience,34.31,477,650
2267,Require Foreign,193.48,436,352
2268,Charge Test,414.37,111,562
2269,Effort Stage,18.58,402,533
2270,Picture Executive,229.4,355,935
2271,Perform Here,370.62,299,17
2272,Eye Cut,276.66,132,316
2273,Suddenly Continue,136.86,60,162
2274,About Heart,37.05,245,267
2275,Art Begin,26.86,5,588
2276,Computer According,396.2,348,898
2277,Military Wrong,205.89,288,333
2278,Both Allow,325.54,127,990
2279,Already Plant,11.09,480,322
2280,Reveal Anything,379.57,92,812
2281,Family Whole,121.66,4,39
2282,Turn Main,191.84,400,222
2283,Area Worker,476.55,438,95
2284,Better Minute,346.54,291,622
2285,Approach Old,260.93,295,523
2286,Office Production,432.11,281,161
2287,Team Note,229.85,285,575
2288,Indicate Yard,18.69,419,142
2289,Five Range,116.27,371,742
2290,Detail Contain,157.59,283,250
2291,Lose Rest,22.7,489,517
2292,Ahead Personal,377.78,284,610
2293,Arm Avoid,121.95,496,284
2294,Community National,92.14,112,258
2295,Recognize No,74.56,149,730
2296,Sure Low,355.39,93,555
2297,Cover Human,261.16,196,728
2298,Eat Television,120.12,152,868
2299,Church Again,146.18,316,345
2300,Employee Mission,200.57,427,687
2301,News Without,298.86,284,971
2302,Much Church,337.68,248,882
2303,Yeah Represent,340.5,96,140
2304,Reflect Down,212.54,308,922
2305,Agent Sea,107.09,45,315
2306,Base Major,203.46,339,378
2307,However Single,443.97,154,296
2308,Together Seem,365.25,316,276
2309,Doctor Professor,435.66,191,70
2310,Stock Yourself,354.65,434,421
2311,Customer Behind,384.82,306,321
2312,The Behavior,214.04,30,251
2313,Production Could,275.94,221,956
2314,Sure He,18.43,213,367
2315,System Home,180.73,123,702
2316,Various Ball,212.18,193,308
2317,Million Record,54.35,121,598
2318,Local Grow,480.18,243,351
2319,Land Go,111.39,439,90
2320,Camera Fall,249.8,179,229
2321,Whose Front,438.01,24,457
2322,Speak Western,259.6,249,925
2323,Investment Front,214.4,303,466
2324,Movie But,313.88,354,237
2325,Rather Lead,497.44,196,796
2326,Will South,483.52,329,324
2327,Receive Born,59.12,500,119
2328,Organization Card,277.67,417,769
2329,Democratic Center,118.26,309,305
2330,Result Blood,41.66,297,201
2331,Quality Lay,358.67,65,20
2332,Build Force,233.04,433,159
2333,Short Owner,267.36,33,631
2334,Dream Conference,214.03,100,22
2335,Although Account,442.35,372,475
2336,Page Mouth,416.65,484,661
2337,Idea Task,248.49,187,224
2338,Commercial Shake,110.9,484,130
2339,Board Just,43.29,274,762
2340,Account Turn,160.85,96,684
2341,Interest Little,361.69,180,759
2342,Concern Senior,494.85,135,875
2343,Agent Today,109.55,213,415
2344,Improve Yes,151.99,250,531
2345,Street Produce,485.92,312,552
2346,Someone Entire,33.5,81,460
2347,Kid Left,372.78,312,205
2348,Answer Find,387.3,18,326
2349,Range Oil,232.45,213,782
2350,Economic Truth,471.52,201,910
2351,Evidence Same,14.15,93,343
2352,Practice Thing,305.52,416,496
2353,Change Focus,128.2,220,976
2354,Nature Reach,482.82,400,789
2355,Under Much,289.8,344,88
2356,Network Kid,82.0,354,184
2357,Cell Direction,417.07,285,253
2358,Create Institution,146.51,253,708
2359,Town Sort,61.24,203,581
2360,Strong Husband,140.03,269,380
2361,Owner Space,216.5,7,438
2362,Source Computer,474.34,150,876
2363,Choice Resource,362.38,251,699
2364,Happen Instead,455.23,100,568
2365,Probably Travel,193.76,465,336
2366,Always Evidence,229.19,88,447
2367,Resource Find,131.34,163,633
2368,Add First,418.55,225,672
2369,Tax Front,379.28,67,104
2370,In Material,345.64,329,321
2371,Focus Land,61.73,250,193
2372,Sometimes Give,394.47,309,69
2373,Feel Describe,360.25,498,17
2374,Goal Describe,80.43,494,455
2375,Life Before,323.76,145,918
2376,Wife Majority,487.47,33,190
2377,Threat Test,15.62,367,754
2378,Scene Until,55.63,188,933
2379,Feeling Himself,386.22,425,951
2380,Many Figure,223.96,422,850
2381,Finally Brother,229.87,100,15
2382,Away Receive,423.81,333,97
2383,Relate Happy,215.18,321,462
2384,Down Energy,141.25,123,789
2385,Hospital Doctor,310.76,429,807
2386,Budget Own,262.23,45,833
2387,Really Own,406.06,4,490
2388,Project Its,36.43,210,923
2389,Anyone Memory,11.17,266,770
2390,Set Most,474.69,337,584
2391,Mean News,28.26,126,901
2392,Over Relationship,307.36,251,652
2393,Hospital Recognize,98.94,282,262
2394,Plan Road,65.34,44,112
2395,Fly Rate,31.37,125,610
2396,Discuss Gun,342.92,125,822
2397,Son Structure,219.38,56,353
2398,Your Identify,12.99,389,414
2399,Part Cultural,391.28,363,315
2400,Western Practice,209.45,471,679
2401,Child Better,163.62,325,156
2402,Success Talk,59.29,302,659
2403,Where Fund,399.7,180,858
2404,Open From,422.44,87,404
2405,Show Training,441.71,110,748
2406,Peace Have,436.66,216,837
2407,Husband Particular,152.36,385,376
2408,Race Report,468.21,464,280
2409,Government Save,209.52,128,482
2410,Prepare Wonder,496.51,12,80
2411,After Realize,454.59,156,197
2412,Bad Song,86.72,33,120
2413,Memory Ground,492.13,415,131
2414,House Not,263.38,276,179
2415,Various Issue,347.75,90,809
2416,Glass Nothing,345.01,177,726
2417,Particular Sport,453.78,251,87
2418,Plant Contain,399.7,294,934
2419,Smile His,384.29,92,224
2420,Consumer Season,187.42,374,324
2421,Sense Wide,165.51,204,607
2422,Member Out,277.17,303,758
2423,Important American,8.1,284,32
2424,Look Throughout,431.69,437,440
2425,Manage Experience,480.57,413,55
2426,Phone Field,479.87,39,806
2427,Pay Around,86.77,45,72
2428,Nor Baby,274.99,131,787
2429,Region Sort,94.09,109,173
2430,Bill Visit,79.8,332,73
2431,Yeah System,245.25,168,110
2432,West Indeed,489.47,220,861
2433,Six Community,50.82,267,84
2434,This Hard,149.21,286,937
2435,Travel Term,104.25,311,622
2436,Have Run,316.91,203,270
2437,Hand Law,73.78,96,888
2438,Low Memory,472.33,319,666
2439,Every Tv,209.33,236,1
2440,Matter Whatever,114.29,295,140
2441,Conference Base,367.08,53,696
2442,Should Cost,13.56,52,894
2443,Nice Turn,176.08,289,923
2444,Throughout First,273.06,438,617
2445,Brother Tough,250.79,128,188
2446,Say Movie,130.1,334,418
2447,Camera Trade,216.06,461,781
2448,Add Claim,497.94,247,421
2449,That Miss,66.58,473,963
2450,With Case,476.32,31,962
2451,Plan Quickly,346.05,407,436
2452,Small Late,412.45,311,482
2453,Player Pm,327.88,81,558
2454,Factor Culture,357.67,173,434
2455,Test Require,477.59,271,592
2456,Network Nature,290.64,335,5
2457,However Avoid,475.91,13,523
2458,Firm Firm,350.74,13,766
2459,Eight Operation,369.72,331,302
2460,Economy Shoulder,41.46,85,623
2461,Close Million,403.34,216,510
2462,Coach Around,449.99,464,622
2463,Key Hotel,215.65,362,447
2464,Whether Produce,426.55,168,806
2465,Technology Least,476.92,348,297
2466,Shoulder During,43.6,350,820
2467,Note Evening,204.37,365,285
2468,Event Yeah,348.47,102,22
2469,Lay Indicate,151.6,289,531
2470,Goal Suggest,496.72,221,341
2471,Chair Level,482.64,110,786
2472,Myself At,237.41,256,363
2473,Among Move,396.56,74,39
2474,Page East,310.18,180,540
2475,Important Economic,162.19,258,164
2476,Action Analysis,471.61,405,634
2477,Lay Us,470.33,413,681
2478,Evening Administration,136.01,306,968
2479,Future Floor,37.18,28,403
2480,Compare Four,335.81,448,531
2481,Democrat Stop,154.18,12,192
2482,Lot Quickly,153.83,23,594
2483,Hand Series,58.58,409,243
2484,Analysis Economy,358.45,16,212
2485,Represent Spend,179.71,24,172
2486,Trial Own,18.58,9,935
2487,Answer Television,237.19,459,792
2488,These Professor,190.24,90,892
2489,Say Administration,453.53,228,932
2490,Site Mean,326.76,436,965
2491,Wife State,430.54,473,67
2492,Well Nearly,197.59,489,882
2493,Hot Rule,357.1,215,174
2494,Natural While,285.79,347,880
2495,Once Write,99.18,10,236
2496,Outside As,285.63,88,200
2497,Watch Protect,8.86,250,156
2498,Any Common,207.43,75,415
2499,Audience Strong,477.29,12,772
2500,Race Specific,163.56,430,288
2501,Start Tend,198.7,289,330
2502,Guess Risk,262.34,287,594
2503,Group Question,249.18,299,460
2504,Certainly Heart,494.52,419,456
2505,Act Stay,7.15,92,17
2506,Stuff Theory,371.08,64,114
2507,White To,346.39,306,731
2508,Positive Without,40.1,141,26
2509,Material Keep,424.83,92,882
2510,Specific Scene,50.81,472,777
2511,Shoulder Story,71.86,280,502
2512,Start People,12.33,496,445
2513,Price Value,444.43,205,933
2514,Relationship Improve,188.35,376,62
2515,Less We,435.72,198,18
2516,Safe Teacher,232.14,65,301
2517,Various Person,384.58,100,888
2518,Player Full,394.84,150,808
2519,Product Must,315.54,146,749
2520,Time Agency,448.05,359,341
2521,Forward Second,367.02,268,50
2522,Successful Approach,385.9,176,123
2523,Foreign Its,77.85,443,517
2524,Increase Site,485.03,458,14
2525,Professor Marriage,296.97,380,413
2526,Sing Question,79.71,446,325
2527,Certainly Song,275.37,451,593
2528,Age Late,161.54,99,645
2529,No Give,272.26,293,850
2530,Agency Both,251.66,102,119
2531,Democrat Here,80.75,384,405
2532,Toward Service,291.4,418,44
2533,Color How,260.68,264,112
2534,A Adult,497.95,458,951
2535,Good Respond,358.29,136,689
2536,President Drive,63.26,426,291
2537,Girl Debate,452.58,209,370
2538,Member Next,410.72,199,696
2539,Glass Second,487.35,257,689
2540,So Body,32.15,180,867
2541,Physical Realize,99.49,157,603
2542,Music Near,407.49,78,698
2543,Sing Hit,323.08,223,308
2544,Call Truth,290.08,123,330
2545,Likely Season,57.45,402,649
2546,Approach Recognize,94.65,69,986
2547,Network Morning,92.41,143,805
2548,Thank Energy,472.58,133,345
2549,Bar Well,168.54,376,195
2550,Gun Student,323.42,291,916
2551,Manage Subject,55.21,171,286
2552,Sure Vote,116.14,320,898
2553,Which Yeah,459.35,224,58
2554,Wish Could,335.1,280,766
2555,Left Whatever,288.7,448,529
2556,Book Candidate,132.23,64,445
2557,Myself Attorney,413.21,112,118
2558,Scene Specific,333.24,364,925
2559,Will Wall,344.85,252,805
2560,Me Mouth,375.48,438,720
2561,Rock Know,281.88,126,663
2562,Big Somebody,443.97,91,758
2563,Total Total,402.81,84,126
2564,Prove Including,488.28,212,859
2565,Movement Suddenly,78.58,487,465
2566,Current Interview,226.95,222,203
2567,Dinner Somebody,139.5,359,899
2568,About Property,360.36,70,294
2569,Truth Dark,115.92,68,226
2570,Contain Nothing,366.92,4,437
2571,Threat Fall,222.68,337,120
2572,Little Perhaps,70.5,131,427
2573,True Tv,330.5,192,690
2574,Me Eat,159.27,472,834
2575,Least Site,148.45,183,621
2576,History Prevent,95.4,341,606
2577,Card Walk,11.76,368,157
2578,Already Every,462.36,376,672
2579,Woman Adult,60.57,354,281
2580,Support Movie,88.5,336,704
2581,Against Republican,76.13,250,515
2582,Window Finish,287.53,29,94
2583,Much Too,20.97,458,570
2584,Top Life,251.24,327,461
2585,Form Kind,55.37,192,509
